Reading,Load [42.2 N],Time [sec.]
1,0,0
2,0,0.1
3,0,0.201
4,0,0.302
5,0,0.401
6,0,0.504
7,0,0.602
8,0,0.7
9,0,0.8
10,0,0.901
11,0,1.001
12,0,1.102
13,0,1.199
14,0,1.3
15,0,1.401
16,0,1.499
17,0,1.601
18,0,1.701
19,0,1.801
20,0,1.903
21,0,1.999
22,0,2.101
23,0,2.201
24,0,2.301
25,0,2.401
26,0,2.5
27,0,2.6
28,0,2.701
29,0,2.801
30,0,2.899
31,0,2.999
32,0,3.099
33,0,3.199
34,0,3.302
35,0,3.399
36,0,3.501
37,0,3.602
38,0,3.7
39,0,3.801
40,0,3.899
41,0,3.999
42,0,4.1
43,0,4.199
44,0,4.3
45,0,4.405
46,0,4.501
47,0,4.599
48,0,4.699
49,0,4.8
50,0,4.899
51,0,4.999
52,0,5.099
53,0,5.199
54,0,5.3
55,0,5.399
56,0,5.499
57,0,5.605
58,0,5.701
59,0,5.803
60,0,5.905
61,0,6.001
62,0,6.104
63,0,6.2
64,0,6.302
65,0,6.402
66,0,6.503
67,0,6.604
68,0,6.702
69,0,6.807
70,0,6.904
71,0,7.003
72,0,7.103
73,0,7.202
74,0,7.3
75,0,7.399
76,0,7.5
77,0,7.601
78,0,7.7
79,0,7.8
80,0,7.9
81,0,8
82,0,8.099
83,0,8.203
84,0,8.3
85,0,8.399
86,0,8.501
87,0,8.6
88,0,8.699
89,0,8.801
90,0,8.902
91,0,9
92,0,9.1
93,0,9.199
94,0,9.3
95,0,9.399
96,0,9.499
97,0,9.599
98,0,9.701
99,0,9.8
100,0,9.899
101,0,10.001
102,0,10.1
103,0,10.205
104,0,10.3
105,0,10.4
106,0,10.499
107,0,10.6
108,0,10.7
109,0,10.802
110,0,10.899
111,0,10.999
112,0,11.104
113,0,11.204
114,0,11.3
115,0,11.4
116,0,11.499
117,0,11.599
118,0,11.699
119,0,11.804
120,0,11.899
121,0,11.999
122,0,12.099
123,0,12.199
124,0,12.301
125,0,12.4
126,0,12.499
127,0,12.599
128,0,12.699
129,0,12.8
130,0,12.899
131,0,13.001
132,0,13.103
133,0,13.206
134,0,13.303
135,0,13.4
136,0,13.499
137,0,13.599
138,0,13.701
139,0,13.804
140,0,13.901
141,0,13.999
142,0,14.099
143,0,14.202
144,0,14.301
145,0,14.406
146,0,14.5
147,0,14.599
148,0,14.7
149,0,14.799
150,0,14.903
151,0,15
152,0,15.101
153,0,15.2
154,0,15.299
155,0,15.4
156,0,15.499
157,0,15.6
158,0,15.699
159,0,15.801
160,0,15.9
161,0,16
162,0,16.099
163,0,16.202
164,0,16.301
165,0,16.399
166,0,16.5
167,0,16.603
168,0,16.701
169,0,16.801
170,0,16.9
171,0,17
172,0,17.099
173,0,17.2
174,0,17.3
175,0,17.399
176,0,17.499
177,0,17.6
178,0,17.7
179,0,17.801
180,0,17.9
181,0,17.999
182,0,18.099
183,0,18.199
184,0,18.3
185,0,18.4
186,0,18.499
187,0,18.6
188,0,18.699
189,0,18.801
190,0,18.9
191,0,19
192,0,19.099
193,0,19.2
194,0,19.3
195,0,19.399
196,0,19.504
197,0,19.602
198,0,19.7
199,0,19.8
200,0,19.9
201,0,19.999
202,0,20.099
203,0,20.199
204,0,20.3
205,0,20.401
206,0,20.499
207,0,20.599
208,0,20.7
209,0,20.802
210,0,20.9
211,0,21
212,0,21.1
213,0,21.199
214,0,21.301
215,0,21.399
216,0,21.499
217,0,21.599
218,0,21.7
219,0,21.8
220,0,21.899
221,0,22
222,0,22.1
223,0,22.199
224,0,22.302
225,0,22.4
226,0,22.5
227,0,22.6
228,0,22.7
229,0,22.8
230,0,22.9
231,0,23
232,0,23.101
233,0,23.2
234,0,23.3
235,0,23.4
236,0,23.499
237,0,23.601
238,0,23.699
239,0,23.8
240,0,23.899
241,0,24.001
242,0,24.1
243,0,24.199
244,0,24.3
245,0,24.4
246,0,24.5
247,0,24.599
248,0,24.699
249,0,24.802
250,0,24.901
251,0,25
252,0,25.107
253,0,25.203
254,0,25.302
255,0,25.401
256,0,25.499
257,0,25.601
258,0,25.711
259,0,25.806
260,0,25.9
261,0,25.999
262,0,26.099
263,0,26.201
264,0,26.301
265,0,26.399
266,0,26.499
267,0,26.6
268,0,26.7
269,0,26.8
270,0,26.9
271,0,26.999
272,0,27.099
273,0,27.199
274,0,27.301
275,0,27.401
276,0,27.499
277,0,27.599
278,0,27.699
279,0,27.802
