Force,Length
0,9.7
33.2,11.85086957
17.8,10.88086957
44.2,13.74869565
32,12.82086957
6.8,10.54345767
21.4,11.41990489
3.625,10.4427
1.6,10.17869348
24.4,11.85086957
42.2,13.66434783
