Force,Length
0,9.498718843
42.6,14.06904762
29.2,13.02857143
43.8,14.65714286
14,11.4
24.6,12.4743385
4.2,10.32594866
23.8,12.30970982
38.4,14.11428571
29,13.29997791
4.6,10.49537063
