Reading,Load [47.8 N],Time [sec.]
1,0,0
2,0,0.077
3,0,0.178
4,0,0.277
5,0,0.377
6,0,0.478
7,0,0.579
8,0,0.677
9,0,0.778
10,0,0.879
11,0,0.98
12,0,1.079
13,0,1.201
14,0,1.278
15,0,1.381
16,0,1.483
17,0,1.579
18,0,1.678
19,0,1.777
20,0,1.878
21,0,1.977
22,0,2.077
23,0,2.181
24,0,2.279
25,0,2.378
26,0,2.477
27,0,2.577
28,0,2.678
29,0,2.778
30,0,2.877
31,0,2.978
32,0,3.077
33,0,3.178
34,0,3.278
35,0,3.377
36,0,3.477
37,0,3.577
38,0,3.679
39,0,3.778
40,0,3.877
41,0,3.977
42,0,4.077
43,0,4.178
44,0,4.277
45,0,4.377
46,0,4.477
47,0,4.576
48,0,4.678
49,0,4.777
50,0,4.876
51,0,4.976
52,0,5.077
53,0,5.178
54,-0.2,5.277
55,0,5.38
56,0,5.482
57,0,5.58
58,0,5.68
59,0,5.788
60,0,5.878
61,0,5.978
62,0,6.078
63,0,6.177
64,0,6.278
65,0,6.379
66,0,6.478
67,0,6.577
68,0,6.684
69,0,6.779
70,0,6.879
71,0,6.978
72,0,7.078
73,0,7.177
74,0,7.277
75,0,7.377
76,0,7.477
77,0,7.584
78,0,7.681
79,0,7.778
80,0,7.877
81,0,7.978
82,0,8.077
83,0,8.18
84,0,8.278
85,0,8.378
86,0,8.479
87,0,8.577
88,0,8.678
89,0,8.777
90,0,8.877
91,0,8.977
92,0,9.077
93,0,9.178
94,0,9.277
95,0,9.377
96,0,9.478
97,0,9.578
98,0,9.677
99,0,9.777
100,0,9.878
101,0,9.978
102,0,10.077
103,0,10.178
104,0,10.277
105,0,10.377
106,0,10.478
107,0,10.578
108,0,10.677
109,0,10.778
110,0,10.878
111,0,10.977
112,0,11.077
113,0,11.178
114,0,11.277
115,0,11.377
116,0,11.477
117,0,11.577
118,0,11.678
119,0,11.777
120,0,11.877
121,0,11.978
122,0,12.077
123,0,12.178
124,0,12.278
125,0,12.377
126,0,12.477
127,0,12.577
128,0,12.678
129,0,12.778
130,0,12.878
131,0,12.977
132,0,13.078
133,0,13.178
134,0,13.277
135,0,13.378
136,0,13.477
137,0,13.577
138,0,13.678
139,0,13.777
140,0,13.877
141,0,13.977
142,0,14.077
143,0,14.178
144,0,14.277
145,0,14.378
146,0,14.477
147,0,14.577
148,0,14.678
149,0,14.777
150,0,14.878
151,0,14.977
152,0,15.077
153,0,15.178
154,0,15.277
155,0,15.378
156,0,15.478
157,0,15.577
158,0,15.679
159,0,15.779
160,0,15.878
161,0,15.977
162,0,16.077
163,0,16.179
164,0,16.277
165,0,16.377
166,0,16.477
167,0,16.578
168,0,16.677
169,0,16.777
170,0,16.877
171,0,16.978
172,0,17.077
173,0,17.178
174,0,17.277
175,0,17.378
176,0,17.477
177,0,17.578
178,0,17.677
179,0,17.778
180,0,17.877
181,0,17.978
182,0,18.077
183,0,18.179
184,0,18.277
185,0,18.378
186,0,18.477
187,0,18.578
188,0,18.677
189,0,18.777
190,0,18.877
191,0,18.977
192,0,19.077
193,0,19.178
194,0,19.277
195,0,19.378
196,0,19.477
197,0,19.577
198,0,19.678
199,0,19.777
200,0,19.877
201,0,19.978
202,0,20.077
203,0,20.178
204,0,20.277
205,0,20.378
206,0,20.477
207,0,20.577
208,0,20.678
209,0,20.777
210,0,20.877
211,0,20.977
212,0,21.078
213,0,21.177
214,0,21.277
215,0,21.377
216,0,21.478
217,0,21.578
218,0,21.678
219,0,21.777
220,0,21.877
221,0,21.977
222,0,22.077
223,0,22.179
224,0,22.277
225,0,22.377
226,0,22.478
227,0,22.579
228,0,22.678
229,0,22.777
230,0,22.877
231,0,22.977
232,0,23.077
233,0,23.178
234,0,23.276
235,0,23.377
236,0,23.478
237,0,23.576
238,0,23.678
239,0,23.783
240,0,23.878
241,0,23.977
242,0,24.077
243,0,24.177
244,0,24.277
245,-0.2,24.377
246,0,24.477
247,-0.2,24.577
248,-0.2,24.678
249,0,24.776
250,0,24.877
251,0,24.977
252,0,25.076
253,0,25.177
254,0,25.277
255,0,25.377
256,-0.2,25.476
257,0,25.577
258,0,25.678
259,0,25.776
260,0,25.877
261,0,25.976
262,0,26.077
263,0,26.178
264,0,26.277
265,-0.2,26.377
266,-0.2,26.477
267,0,26.576
268,0,26.678
269,0,26.776
270,0,26.877
271,0,26.977
272,0,27.077
273,0,27.178
274,0,27.277
275,-0.2,27.377
276,0,27.477
277,0,27.576
278,0,27.678
279,0,27.777
280,0,27.877
281,0,27.977
282,0,28.077
