Reading,Load [0.8 N],Time [sec.]
1,-0.2,0
2,-0.2,0.093
3,-0.2,0.192
4,0,0.293
5,-0.2,0.391
6,-0.2,0.492
7,-0.2,0.592
8,0,0.693
9,-0.2,0.793
10,0,0.892
11,-0.2,0.991
12,-0.2,1.092
13,0,1.196
14,0,1.294
15,0,1.392
16,0,1.493
17,0,1.592
18,0,1.692
19,0,1.792
20,0,1.891
21,0,1.992
22,-0.2,2.092
23,-0.2,2.192
24,-0.2,2.292
25,-0.2,2.391
26,-0.2,2.493
27,-0.2,2.592
28,-0.2,2.692
29,-0.2,2.792
30,0,2.891
31,-0.2,2.993
32,0,3.092
33,0,3.192
34,0,3.293
35,0,3.391
36,0,3.492
37,0,3.592
38,-0.2,3.694
39,-0.2,3.799
40,0,3.895
41,0,3.993
42,-0.2,4.096
43,-0.2,4.196
44,0,4.293
45,0,4.391
46,0,4.492
47,0,4.594
48,0,4.692
49,0,4.791
50,0,4.895
51,0,4.992
52,0,5.092
53,0,5.192
54,-0.2,5.292
55,-0.2,5.391
56,0,5.492
57,0,5.592
58,-0.2,5.705
59,-0.2,5.793
60,-0.2,5.891
61,0,5.992
62,-0.2,6.098
63,-0.2,6.194
64,0,6.297
65,0,6.392
66,-0.2,6.492
67,-0.2,6.592
68,-0.2,6.693
69,0,6.792
70,0,6.891
71,0,6.993
72,-0.2,7.092
73,-0.2,7.192
74,0,7.293
75,-0.2,7.391
76,-0.2,7.494
77,0,7.593
78,0,7.692
79,-0.2,7.794
80,-0.2,7.894
81,0,7.994
82,0,8.093
83,-0.2,8.193
84,-0.2,8.292
85,-0.2,8.393
86,-0.2,8.492
87,-0.2,8.597
88,-0.2,8.693
89,-0.2,8.792
90,0,8.891
91,-0.2,8.992
92,-0.2,9.094
93,-0.2,9.196
94,0,9.294
95,0,9.392
96,-0.2,9.493
97,-0.2,9.593
98,0,9.694
99,0,9.792
100,-0.2,9.891
101,-0.2,9.995
102,-0.2,10.092
103,-0.2,10.192
104,-0.2,10.292
105,-0.2,10.391
106,0,10.492
107,0,10.592
108,-0.2,10.693
109,-0.2,10.793
110,0,10.891
111,0,10.992
112,-0.2,11.092
113,-0.2,11.195
114,-0.2,11.295
115,-0.2,11.393
116,-0.2,11.492
117,-0.2,11.592
118,-0.2,11.695
119,-0.2,11.795
120,-0.2,11.895
121,-0.2,11.994
122,-0.2,12.097
123,-0.2,12.195
124,-0.2,12.293
125,-0.2,12.391
126,-0.2,12.493
127,-0.2,12.593
128,-0.2,12.692
129,-0.2,12.793
130,-0.2,12.892
131,0,12.993
132,-0.2,13.092
133,-0.2,13.193
134,-0.2,13.292
135,-0.2,13.391
136,0,13.492
137,0,13.593
138,0,13.693
139,0,13.792
140,-0.2,13.892
141,0,13.992
142,-0.2,14.093
143,0,14.196
144,-0.2,14.294
145,-0.2,14.391
146,-0.2,14.493
147,-0.2,14.592
148,0,14.694
149,0,14.793
150,-0.2,14.891
151,-0.2,14.992
152,-0.2,15.092
153,-0.2,15.194
154,-0.2,15.293
155,-0.2,15.391
156,-0.2,15.492
157,-0.2,15.593
158,-0.2,15.694
159,-0.2,15.792
160,-0.2,15.892
161,-0.2,15.993
162,-0.2,16.092
163,-0.2,16.193
164,-0.2,16.292
165,-0.2,16.392
166,-0.2,16.492
167,0,16.592
168,0,16.692
169,0,16.791
170,-0.2,16.891
171,-0.2,16.992
172,-0.2,17.092
173,-0.2,17.193
174,-0.2,17.295
175,-0.2,17.399
176,-0.2,17.493
177,-0.2,17.593
178,0,17.692
179,0,17.803
180,0,17.895
181,-0.2,17.993
182,-0.2,18.092
183,-0.2,18.192
184,-0.2,18.292
185,-0.2,18.392
186,-0.2,18.493
187,-0.2,18.592
188,-0.2,18.692
189,-0.2,18.792
190,-0.2,18.891
191,-0.2,18.993
192,-0.2,19.092
193,0,19.193
194,0,19.292
195,-0.2,19.391
196,-0.2,19.493
197,-0.2,19.592
198,-0.2,19.693
199,-0.2,19.792
200,-0.2,19.892
201,-0.2,19.992
202,0,20.092
203,0,20.193
204,0,20.292
205,-0.2,20.391
206,-0.2,20.491
207,-0.2,20.592
208,-0.2,20.691
209,-0.2,20.791
210,-0.2,20.891
211,-0.2,20.991
212,-0.2,21.091
213,-0.2,21.192
214,-0.2,21.292
215,-0.2,21.391
216,-0.2,21.492
217,0,21.593
218,-0.2,21.692
219,-0.2,21.792
220,-0.2,21.891
221,-0.2,21.992
222,0,22.092
223,-0.2,22.192
224,-0.2,22.292
225,-0.2,22.391
226,-0.2,22.492
227,-0.2,22.593
228,-0.2,22.692
229,-0.2,22.792
230,-0.2,22.891
231,-0.2,22.992
232,-0.2,23.092
233,-0.2,23.192
234,-0.2,23.292
235,-0.2,23.391
236,-0.2,23.492
237,0,23.592
238,0,23.692
239,-0.2,23.792
240,-0.2,23.891
241,-0.2,23.992
242,-0.2,24.092
243,0,24.192
244,0,24.294
245,-0.2,24.392
246,0,24.495
247,-0.2,24.594
248,0,24.692
249,-0.2,24.793
250,-0.2,24.891
