Force,Length
0,9.77080292
34.6,12.59820067
21.4,11.61167883
31.6,12.46131387
22.8,11.75326739
12.8,10.88594891
6.4,10.47878458
28.4,12.17767436
39.6,13.70036496
20.6,11.89378422
10,10.85148088
