Force,Length
0.2,10
73.8,14.18181818
12.4,10.54545455
63.4,13.63636364
31.8,11.63636364
11.2,10.54545455
48.2,12.67613636
59.2,13.27272727
33.4,11.81829279
49.8,12.72727273
16.2,10.87855669
