Force,Length
0.4,9.658557129
63.4,11.52393162
9.2,9.948717949
87.8,12.27008547
11,10.16116453
90,13.65876068
11.8,10.69495276
61,11.9948117
29,10.94359986
50.4,11.77264957
9,10.28033176
