Force,Length
0.0,9.5
13.6,11.33448275862069
6.4,10.220693654027478
16.4,12.124785748021356
21.4,13.695150862068964
16.2,12.587503998855064
6.0,10.679310344827586
14.0,11.928216763200432
19.6,13.3
4.4,10.286214894261853
