Force,Length
0,9.525583666
124.4,12.52085756
66,11.2372093
15.4,10.12093023
131.2,13.39536701
69.2,11.60930233
137.4,13.76744186
89.2,12.42791606
49.6,11.23725472
145.05,14.23255814
19.2,10.56744186
