Force,Length
0.0,9.910018739861957
23.6,11.494062675864008
1.2,10.067074584960938
30.9,12.935417020118845
15.4,11.326271186440678
1.6,10.194586285090043
11.6,10.822963287870763
29.6,12.836412513862223
13.0,11.242388243594412
34.6,13.857118044061176
21.4,12.416959394034695
