Force,Length
0.2,9.2
12.6,10.413888888888888
17.0,11.244444444444444
20.2,12.330555555555556
22.6,13.734656609429251
23.6,14.502775828043617
19.2,13.608333333333333
14.8,12.490277777777777
10.4,11.468018510606552
6.2,10.587586805555555
2.2,9.966666666666665
