Reading,Load [0.6 N],Time [sec.]
1,0,0
2,0,0.101
3,0,0.2
4,0,0.299
5,0,0.403
6,0,0.503
7,0,0.604
8,0,0.702
9,0,0.8
10,0,0.903
11,0,1
12,0,1.103
13,0,1.201
14,0,1.3
15,0,1.401
16,0,1.5
17,0,1.601
18,0,1.701
19,0,1.802
20,0,1.9
21,0,2.003
22,0,2.104
23,0,2.202
24,0,2.3
25,0,2.404
26,0,2.501
27,0,2.601
28,0,2.7
29,0,2.799
30,0,2.9
31,0,3.001
32,0,3.101
33,0,3.201
34,0,3.3
35,0,3.401
36,0,3.5
37,0,3.599
38,0,3.7
39,0,3.8
40,0,3.903
41,0,4.004
42,0,4.103
43,0,4.2
44,0,4.299
45,0,4.405
46,0,4.501
47,0,4.601
48,0,4.701
49,0,4.8
50,0,4.902
51,0,5.002
52,0,5.1
53,0,5.2
54,0,5.3
55,0,5.4
56,0,5.502
57,0,5.6
58,0,5.7
59,0,5.8
60,0,5.902
61,0,6
62,0,6.1
63,0,6.201
64,0,6.304
65,0,6.405
66,0,6.505
67,0,6.602
68,0,6.7
69,0,6.799
70,0,6.9
71,0,7.001
72,0,7.101
73,0,7.2
74,0,7.299
75,0,7.4
76,0,7.5
77,0,7.6
78,0,7.7
79,0,7.799
80,0,7.902
81,0,8
82,0,8.103
83,0,8.2
84,0,8.3
85,0,8.401
86,0,8.503
87,0,8.605
88,0,8.701
89,0,8.799
90,0,8.901
91,0,9.002
92,-0.2,9.1
93,-0.4,9.2
94,-0.6,9.299
95,-1,9.401
96,-1.4,9.502
97,-1.4,9.601
98,-1.8,9.702
99,-2.4,9.8
100,-2.6,9.9
101,-3,10
102,-3,10.1
103,-3.2,10.201
104,-3.6,10.3
105,-3.8,10.401
106,-4.2,10.5
107,-5,10.6
108,-5,10.699
109,-5.6,10.799
110,-5.8,10.9
111,-5.8,11.001
112,-5.8,11.1
113,-5.8,11.2
114,-5.8,11.301
115,-5.8,11.401
116,-5.6,11.5
117,-5.6,11.6
118,-5.6,11.701
119,-5.6,11.802
120,-5.6,11.9
121,-5.6,12
122,-5.6,12.1
123,-5.6,12.2
124,-5.6,12.299
125,-5.6,12.4
126,-5.4,12.5
127,-5.4,12.602
128,-5.4,12.7
129,-5.4,12.8
130,-5.4,12.9
131,-5.4,13
132,-5.4,13.1
133,-5.4,13.2
134,-5.4,13.299
135,-5.4,13.4
136,-5.4,13.5
137,-5.4,13.601
138,-5.4,13.7
139,-5.4,13.799
140,-5.4,13.9
141,-5.4,14
142,-5.4,14.1
143,-5.4,14.2
144,-5.4,14.299
145,-5.4,14.4
146,-5.4,14.5
147,-5.4,14.6
148,-5.2,14.7
149,-5.2,14.799
150,-5.2,14.9
151,-5.2,15
152,-5.2,15.101
153,-5.2,15.201
154,-5.2,15.299
155,-5.2,15.4
156,-5.2,15.502
157,-5.2,15.6
158,-5.2,15.7
159,-5.2,15.8
160,-5.2,15.9
161,-5.2,16.003
162,-5.2,16.101
163,-5.2,16.199
164,-5.2,16.3
165,-5.2,16.399
166,-5.2,16.501
167,-5.2,16.6
168,-5.2,16.7
169,-5.2,16.799
170,-5.2,16.901
171,-5.2,17.001
172,-5.2,17.1
173,-5.2,17.2
174,-5.2,17.299
175,-5.2,17.4
176,-5.2,17.5
177,-5.2,17.6
178,-5.2,17.7
179,-5.2,17.8
180,-5.2,17.901
181,-5.2,18.003
182,-5.2,18.101
183,-5.2,18.2
184,-5.2,18.299
185,-5.2,18.4
186,-5.2,18.5
187,-5.2,18.6
188,-5.2,18.701
189,-5.2,18.8
190,-5.2,18.901
191,-5.2,19
192,-5.2,19.102
193,-5.2,19.202
194,-5.2,19.299
195,-5.2,19.402
196,-5.2,19.502
197,-5.2,19.599
198,-5.2,19.701
199,-5.2,19.8
200,-5.2,19.901
201,-5.2,20
202,-5.2,20.101
203,-5.2,20.2
204,-5.2,20.299
205,-5.6,20.4
206,-5.6,20.5
207,-6,20.599
208,-6.4,20.7
209,-7,20.799
210,-7.2,20.906
211,-7.6,21.001
212,-7.6,21.1
213,-7.8,21.2
214,-7.8,21.298
215,-7.8,21.402
216,-7.6,21.5
217,-7.6,21.599
218,-7.6,21.701
219,-7.6,21.798
220,-7.4,21.901
221,-7.4,22.001
222,-7.4,22.101
223,-7.4,22.205
224,-7.4,22.299
225,-7.4,22.4
226,-7.4,22.5
227,-7.4,22.6
228,-7.4,22.701
229,-7.2,22.799
230,-7.2,22.9
231,-7.2,23
232,-7.2,23.1
233,-7.2,23.2
234,-7.2,23.307
235,-7.2,23.405
236,-7.2,23.503
237,-7.2,23.601
238,-7.2,23.7
239,-7.2,23.799
240,-7.2,23.9
241,-7.2,24.001
242,-7.2,24.102
243,-7.2,24.2
244,-7.2,24.299
245,-7.2,24.4
246,-7.2,24.501
247,-7.2,24.601
248,-7.2,24.7
249,-7,24.799
250,-7,24.902
251,-7,25.004
252,-7,25.102
253,-7,25.2
254,-7,25.3
255,-7,25.4
256,-7,25.5
257,-7,25.6
258,-7,25.7
259,-7,25.799
260,-7,25.9
261,-7,26
262,-7,26.1
263,-7,26.2
