Reading,Load [10.0 N],Time [sec.]
1,0,0
2,0,0.094
3,0,0.193
4,0,0.292
5,0,0.393
6,0,0.492
7,0,0.593
8,0,0.693
9,0,0.791
10,0,0.892
11,0,0.994
12,0,1.093
13,0,1.194
14,0,1.291
15,0,1.394
16,0,1.494
17,0,1.593
18,0,1.692
19,0,1.792
20,0,1.892
21,0,1.993
22,0,2.092
23,0,2.192
24,0,2.291
25,0,2.393
26,0,2.492
27,0,2.592
28,0,2.692
29,0,2.791
30,0,2.892
31,0,2.991
32,0,3.092
33,0,3.192
34,0,3.291
35,0,3.392
36,0,3.493
37,0,3.592
38,0,3.692
39,0,3.791
40,0,3.892
41,0,3.994
42,0,4.093
43,0,4.194
44,0,4.292
45,0,4.391
46,0,4.491
47,0,4.592
48,0,4.693
49,0,4.798
50,0,4.902
51,0,4.992
52,0,5.092
53,0,5.193
54,0,5.297
55,0,5.395
56,0,5.492
57,0,5.592
58,0,5.693
59,0,5.792
60,0,5.896
61,0,5.994
62,0,6.094
63,0,6.195
64,0,6.294
65,0,6.392
66,0,6.492
67,0,6.592
68,0,6.692
69,0,6.793
70,0,6.891
71,0,6.992
72,0,7.093
73,0,7.193
74,0,7.291
75,0,7.392
76,0,7.492
77,0,7.601
78,0,7.694
79,0,7.791
80,0,7.892
81,0,7.993
82,0,8.096
83,0,8.193
84,0,8.291
85,0,8.392
86,0,8.492
87,0,8.592
88,0,8.694
89,0,8.791
90,0,8.893
91,0,8.993
92,0,9.093
93,0,9.192
94,0,9.291
95,0,9.393
96,0,9.493
97,0,9.592
98,0,9.692
99,0,9.791
100,0,9.892
101,0,9.992
102,0,10.092
103,0,10.193
104,0,10.292
105,0,10.392
106,0,10.493
107,0,10.593
108,0,10.693
109,0,10.791
110,0,10.895
111,0,10.993
112,0,11.092
113,0,11.191
114,0,11.291
115,0,11.393
116,0,11.493
117,0,11.592
118,0,11.692
119,0,11.791
120,0,11.892
121,0,11.992
122,0,12.092
123,0,12.192
124,0,12.292
125,0,12.392
126,0,12.492
