Force,Length
0.2,9.719018151
70.6,11.41014576
106.6,12.71570248
122.2,13.4446281
56.6,11.50082645
119.2,13.45411932
20.2,10.56942149
120.2,13.60344783
14,10.3669817
80.8,12.31073391
42.8,11.1768595
