Force,Length
0,9.91045082
66.4,11.28606557
92.6,12.08934426
116.6,13.49508197
84.2,12.53209869
14,10.58321388
119,13.81639344
52.4,11.76803524
112.1,13.67747438
12.4,10.6032983
65.4,12.06832095
