Reading,Load [65.4 N],Time [sec.]
1,0,0
2,0,0.096
3,0,0.195
4,0,0.296
5,0,0.396
6,0,0.495
7,0,0.595
8,0,0.697
9,0,0.796
10,0,0.896
11,0,0.995
12,0,1.098
13,0,1.249
14,0,1.3
15,0,1.397
16,0,1.496
17,0,1.595
18,0,1.697
19,0,1.797
20,0,1.895
21,0,1.996
22,0,2.096
23,0,2.196
24,0,2.296
25,0,2.396
26,0,2.496
27,0,2.596
28,0,2.696
29,0,2.797
30,0,2.896
31,0,2.995
32,0,3.095
33,0,3.198
34,0,3.298
35,0,3.397
36,0,3.498
37,0,3.608
38,0,3.696
39,0,3.796
40,0,3.895
41,0,3.995
42,0,4.095
43,0,4.195
44,0,4.297
45,0,4.395
46,0,4.495
47,0,4.595
48,0,4.695
49,0,4.796
50,0,4.896
51,0,4.995
52,0,5.095
53,0,5.206
54,0,5.297
55,0,5.395
56,0,5.5
57,0,5.596
58,0,5.698
59,0,5.797
60,0,5.895
61,0,5.996
62,0,6.095
63,0,6.195
64,0,6.297
65,0,6.395
66,0,6.496
67,0,6.595
68,0,6.696
69,0,6.796
70,0,6.895
71,0,6.996
72,0,7.098
73,0,7.195
74,0,7.318
75,0,7.413
76,0,7.498
77,0,7.596
78,0,7.698
79,0,7.798
80,0,7.897
81,0,7.997
82,0,8.095
83,0,8.2
84,0,8.297
85,0,8.397
86,0,8.495
87,0,8.595
88,0,8.697
89,0,8.798
90,0,8.895
91,0,8.999
92,0,9.099
93,0,9.198
94,0,9.298
95,0,9.396
96,0,9.497
97,0,9.598
98,0,9.696
99,0,9.796
100,0,9.895
101,0,9.995
102,0,10.096
103,0,10.195
104,0,10.296
105,0,10.395
106,0,10.495
107,0,10.595
108,0,10.695
109,0,10.797
110,0,10.895
111,0,10.995
112,0,11.096
113,0,11.197
114,0,11.296
115,0,11.397
116,0,11.498
117,0,11.598
118,0,11.697
119,0,11.796
120,0,11.896
121,0,11.998
122,0,12.097
123,0,12.198
124,0,12.297
125,0,12.397
126,0,12.495
127,0,12.595
128,0,12.695
129,0,12.796
130,0,12.896
131,0,12.996
132,0,13.095
133,0,13.197
134,0,13.297
135,0,13.397
136,0,13.495
137,0,13.595
138,0,13.698
139,0,13.796
140,0,13.896
141,0,13.995
142,0,14.095
143,0,14.196
144,0,14.297
145,0,14.395
146,0,14.495
147,0,14.595
148,0,14.695
149,0,14.797
150,0,14.895
151,0,14.996
152,0,15.095
153,0,15.195
154,0,15.296
155,0,15.397
156,0,15.495
157,0,15.595
158,0,15.695
159,0,15.795
160,0,15.895
161,0,15.998
162,0,16.095
163,0,16.194
164,0,16.297
165,0,16.4
166,0,16.497
167,0,16.596
168,0,16.695
169,0,16.797
170,0,16.896
171,0,16.998
172,0,17.098
173,0,17.195
174,0,17.296
175,0,17.395
176,0,17.495
177,0,17.594
178,0,17.695
179,0,17.796
180,0,17.895
181,0,17.996
182,0,18.098
183,0,18.195
184,0,18.296
185,0,18.395
186,0,18.495
187,0,18.595
188,0,18.695
189,0,18.796
190,0,18.896
191,0,18.995
192,0,19.095
193,0,19.196
194,0,19.297
195,0,19.395
196,0,19.496
197,0,19.596
198,0,19.696
199,0,19.797
200,0,19.895
201,0,19.995
202,0,20.095
203,0,20.195
204,0,20.297
205,0,20.395
206,0,20.495
207,0,20.595
208,0,20.696
209,0,20.797
210,0,20.895
211,0,20.995
212,0,21.095
213,0,21.196
214,0,21.296
215,0,21.395
216,0,21.495
217,0,21.595
218,0,21.695
219,0,21.796
220,0,21.895
221,0,21.995
222,0,22.095
223,0,22.195
224,0,22.296
225,0,22.395
226,0,22.495
227,0,22.597
228,0,22.695
229,0,22.796
230,0,22.896
231,0,22.995
232,0,23.096
233,0,23.195
234,0,23.297
235,0,23.396
236,0,23.496
237,0,23.596
238,0,23.695
239,0,23.797
240,0,23.895
241,0,23.995
242,0,24.095
243,0,24.196
244,0,24.296
245,0,24.396
246,0,24.497
247,0,24.597
248,0,24.696
249,0,24.796
250,0,24.896
251,0,24.996
252,0,25.096
253,0,25.198
254,0,25.296
255,0,25.395
256,0,25.495
257,0,25.597
258,0,25.697
259,0,25.796
260,-0.2,25.895
261,-0.2,25.995
262,-0.2,26.096
263,0,26.195
264,0,26.296
265,0,26.4
266,0,26.5
267,0,26.598
268,0,26.697
269,0,26.796
270,0,26.895
271,0,26.995
272,0,27.096
273,0,27.196
274,0,27.296
275,-0.2,27.396
276,0,27.496
277,0,27.596
278,0,27.695
279,0,27.796
280,0,27.896
281,0,27.995
282,0,28.096
283,0,28.196
284,0,28.297
285,0,28.395
286,0,28.495
287,-0.2,28.596
288,0,28.696
289,0,28.797
290,0,28.895
291,0,28.996
292,0,29.095
293,0,29.195
294,0,29.296
295,0,29.396
296,0,29.496
297,0,29.596
298,0,29.696
299,0,29.796
300,0,29.896
301,0,29.995
302,0,30.096
303,0,30.195
304,0,30.297
305,-0.2,30.395
306,0,30.495
307,0,30.595
308,0,30.695
309,-0.2,30.796
310,0,30.896
311,0,30.996
312,0,31.096
313,0,31.195
314,0,31.298
315,0,31.397
316,0,31.495
317,-0.2,31.595
318,0,31.695
319,0,31.797
320,0,31.895
321,0,31.996
322,0,32.095
323,0,32.195
324,0,32.296
325,0,32.395
326,-0.2,32.495
327,0,32.595
328,0,32.695
329,0,32.796
330,0,32.895
331,0,32.998
332,0,33.095
333,0,33.195
334,-0.2,33.296
335,0,33.395
336,0,33.495
337,0,33.595
338,-0.2,33.698
339,-0.2,33.795
340,0,33.895
341,-0.2,33.995
342,0,34.095
343,0,34.195
344,0,34.296
345,0,34.395
346,0,34.495
347,0,34.598
348,0,34.695
349,0,34.796
350,0,34.895
351,0,34.999
352,0,35.096
353,0,35.197
354,0,35.296
355,0,35.395
356,-0.2,35.495
357,-0.2,35.595
358,-0.2,35.695
359,-0.2,35.796
360,-0.2,35.895
361,0,35.995
362,0,36.095
363,0,36.195
364,0,36.296
365,0,36.395
366,0,36.495
367,0,36.597
368,0,36.695
369,-0.2,36.796
370,-0.2,36.895
371,-0.2,36.995
372,-0.2,37.095
373,0,37.195
374,-0.2,37.297
375,0,37.395
376,-0.2,37.495
377,-0.2,37.597
378,-0.2,37.695
379,-0.2,37.795
380,-0.2,37.895
381,-0.2,37.995
382,-0.2,38.095
383,-0.2,38.197
384,0,38.296
385,0,38.395
386,-0.2,38.499
387,-0.2,38.6
388,0,38.696
389,0,38.796
390,0,38.896
391,-0.2,38.996
392,-0.2,39.095
393,0,39.195
394,0,39.296
395,0,39.397
396,-0.2,39.496
397,-0.2,39.596
398,0,39.698
399,0,39.798
400,0,39.897
401,0,39.996
402,-0.2,40.096
403,-0.2,40.196
404,0,40.299
405,-0.2,40.396
406,-0.2,40.497
407,0,40.597
408,-0.2,40.696
409,-0.2,40.796
410,-0.2,40.896
411,-0.2,40.996
412,-0.2,41.098
413,0,41.196
414,0,41.297
415,-0.2,41.396
416,0,41.495
417,0,41.596
418,-0.2,41.697
419,-0.2,41.796
420,-0.2,41.897
421,-0.2,41.996
422,-0.2,42.095
423,-0.2,42.197
424,-0.2,42.299
425,-0.2,42.399
426,-0.2,42.496
427,-0.2,42.596
428,-0.2,42.697
429,-0.2,42.797
430,-0.2,42.897
431,0,42.996
432,0,43.097
433,-0.2,43.196
434,0,43.296
435,0,43.395
436,0,43.495
437,-0.2,43.595
438,-0.2,43.695
439,0,43.797
440,-0.2,43.9
441,-0.2,43.996
442,0,44.096
443,0,44.195
444,0,44.296
445,0,44.395
446,0,44.495
447,0,44.595
448,-0.2,44.695
449,0,44.795
450,0,44.895
451,0,44.994
452,0,45.095
453,-0.2,45.196
454,-0.2,45.296
455,-0.2,45.395
456,0,45.496
457,0,45.595
458,0,45.695
459,0,45.796
460,0,45.894
461,0,45.994
462,0,46.095
463,0,46.195
464,0,46.296
465,0,46.401
466,0,46.496
467,0,46.598
468,-0.2,46.695
469,-0.2,46.797
470,-0.2,46.895
471,0,46.995
472,-0.2,47.095
473,-0.2,47.195
474,-0.2,47.296
475,-0.2,47.395
476,-0.2,47.495
477,-0.6,47.596
478,-3.2,47.695
479,-7.8,47.796
480,-12.2,47.895
481,-12.2,47.995
482,-18.8,48.095
483,-25,48.195
484,-34.6,48.296
485,-44.4,48.395
486,-54.4,48.495
487,-54.4,48.595
488,-61,48.695
489,-67.8,48.796
490,-74,48.896
491,-80,48.995
492,-80,49.095
493,-83.6,49.195
494,-84.4,49.296
495,-84,49.395
496,-83.2,49.495
497,-82.4,49.594
498,-82.4,49.695
499,-81.8,49.796
500,-81,49.895
501,-80,49.995
502,-78.4,50.095
503,-77.6,50.195
504,-77.6,50.296
505,-77.2,50.395
506,-76.8,50.494
507,-76.6,50.595
508,-76.4,50.695
509,-76.2,50.796
510,-76.2,50.895
511,-75.8,50.995
512,-75.2,51.095
513,-74.8,51.195
514,-74.4,51.296
515,-74.4,51.396
516,-74.4,51.496
517,-74.2,51.595
518,-74,51.696
519,-73.8,51.796
520,-73.8,51.895
521,-73.8,51.995
522,-73.8,52.097
523,-73.6,52.195
524,-73.6,52.296
525,-73.4,52.395
526,-73.4,52.495
527,-73.4,52.598
528,-73.2,52.695
529,-73.2,52.796
530,-73,52.899
531,-73,52.996
532,-72.8,53.095
