Force,Length
0,9.9
19,14.01363877
8.8,11.74576271
1.2,10.29212626
16.8,13.59144349
9.6,11.99745763
7,11.41016949
15,13.171911
10,12.14440256
3.6,10.82300425
8.4,11.65924258
