Reading,Load [16.2 N],Time [sec.]
1,0,0
2,0,0.09
3,0,0.189
4,0,0.289
5,0,0.389
6,0,0.49
7,0,0.591
8,0,0.689
9,0,0.79
10,0,0.889
11,0,0.99
12,0,1.102
13,0,1.191
14,0,1.289
15,0,1.391
16,0,1.492
17,0,1.59
18,0,1.689
19,0,1.79
20,0,1.889
21,0,1.989
22,0,2.091
23,0,2.192
24,0,2.289
25,0,2.389
26,0,2.488
27,0,2.59
28,0,2.689
29,0,2.789
30,0,2.89
31,0,2.989
32,0,3.091
33,0,3.189
34,0,3.289
35,0,3.389
36,0,3.489
37,0,3.59
38,0,3.689
39,0,3.789
40,0,3.889
41,0,3.99
42,0,4.09
43,0,4.189
44,0,4.289
45,0,4.389
46,0,4.488
47,0,4.591
48,0,4.689
49,0,4.79
50,0,4.891
51,0,4.992
52,0,5.093
53,0,5.19
54,0,5.291
55,0,5.389
56,0,5.489
57,0,5.591
58,0,5.691
59,0,5.789
60,0,5.891
61,0,5.992
62,0,6.091
63,0,6.189
64,0,6.292
65,0,6.389
66,0,6.489
67,0,6.59
68,0,6.69
69,0,6.789
70,0,6.891
71,0,6.992
72,0,7.091
73,0,7.19
74,0,7.292
75,0,7.391
76,0,7.489
77,0,7.59
78,0,7.69
79,0,7.789
80,0,7.892
81,0,7.989
82,0,8.091
83,0,8.19
84,0,8.293
85,0,8.391
86,0,8.489
87,0,8.591
88,0,8.69
89,0,8.79
90,0,8.89
91,-0.2,8.991
92,-0.2,9.091
93,0,9.189
94,-0.2,9.292
95,-0.2,9.398
96,-0.2,9.491
97,0,9.592
98,0,9.689
99,0,9.789
100,0,9.897
101,-0.2,9.991
102,0,10.091
103,-0.2,10.19
104,-0.2,10.29
105,0,10.389
106,0,10.49
107,-0.2,10.59
108,0,10.69
109,0,10.789
110,0,10.891
111,0,10.99
112,0,11.091
113,-0.2,11.189
114,0,11.29
115,0,11.389
116,-0.2,11.489
117,0,11.591
118,0,11.691
119,-0.2,11.79
120,-0.2,11.889
121,-0.2,11.989
122,-0.2,12.09
123,-0.2,12.189
124,-0.2,12.29
125,0,12.389
126,0,12.489
127,-0.2,12.59
128,-0.2,12.69
129,-0.2,12.791
130,-0.2,12.889
131,-0.2,12.989
132,-0.2,13.091
133,-0.2,13.189
