Force,Length
0.2,9.871988454
46.4,11.362635
76.2,13.18155733
36.8,11.38529412
7.8,10.23235294
46.4,11.67352941
61.4,12.39411765
40.4,11.52941176
28.2,11.02612592
85.2,14.19558824
28.2,11.24117647
