Reading,Load [11.0 N],Time [sec.]
1,-0.2,0
2,-0.2,0.093
3,-0.2,0.192
4,-0.2,0.293
5,-0.2,0.393
6,-0.2,0.491
7,-0.2,0.592
8,-0.2,0.693
9,-0.2,0.792
10,-0.2,0.895
11,-0.2,0.993
12,-0.2,1.093
13,-0.2,1.193
14,-0.2,1.292
15,-0.2,1.392
16,-0.4,1.494
17,-0.4,1.592
18,-0.4,1.693
19,-0.4,1.793
20,-0.2,1.892
21,-0.2,1.994
22,-0.4,2.097
23,-0.4,2.201
24,-0.4,2.295
25,-0.4,2.393
26,-0.4,2.493
27,-0.4,2.592
28,-0.4,2.692
29,-0.4,2.793
30,-0.4,2.893
31,-0.4,2.993
32,-0.4,3.092
33,-0.4,3.193
34,-0.4,3.293
35,-0.4,3.393
36,-0.4,3.492
37,-0.4,3.592
38,-0.4,3.692
39,-0.4,3.792
40,-0.4,3.894
41,-0.4,3.993
42,-0.4,4.093
43,-0.4,4.192
44,-0.4,4.293
45,-0.4,4.392
46,-0.4,4.494
47,-0.4,4.592
48,-0.4,4.693
49,-0.4,4.793
50,-0.4,4.893
51,-0.4,4.992
52,-0.4,5.092
53,-0.4,5.193
54,-0.4,5.292
55,-0.4,5.392
56,-0.4,5.495
57,-0.4,5.592
58,-0.4,5.693
59,-0.4,5.792
60,-0.4,5.893
61,-0.4,5.992
62,-0.4,6.093
63,-0.4,6.192
64,-0.4,6.292
65,-0.4,6.393
66,-0.4,6.492
67,-0.4,6.592
68,-0.4,6.693
69,-0.4,6.792
70,-0.4,6.891
71,-0.4,6.994
72,-0.4,7.092
73,-0.4,7.192
74,-0.4,7.292
75,-0.4,7.392
76,-0.4,7.496
77,-0.4,7.593
78,-0.4,7.692
79,-0.4,7.792
80,-0.4,7.894
81,-0.4,7.992
82,-0.4,8.093
83,-0.4,8.192
84,-0.4,8.293
85,-0.4,8.392
86,-0.4,8.493
87,-0.4,8.592
88,-0.4,8.693
89,-0.4,8.793
90,-0.4,8.893
91,-0.4,8.993
92,-0.4,9.093
93,-0.4,9.193
94,-0.4,9.293
95,-0.4,9.392
96,-0.4,9.493
97,-0.4,9.592
98,-0.4,9.692
99,-0.4,9.793
100,-0.4,9.892
101,-0.4,9.993
102,-0.4,10.093
103,-0.4,10.193
104,-0.4,10.293
105,-0.4,10.393
106,-0.4,10.492
107,-0.4,10.592
108,-0.4,10.692
109,-0.4,10.792
110,-0.4,10.892
111,-0.4,10.994
112,-0.4,11.092
113,-0.4,11.192
114,-0.4,11.292
115,-0.4,11.392
116,-0.4,11.493
117,-0.4,11.592
118,-0.4,11.693
119,-0.4,11.793
120,-0.4,11.893
121,-0.4,11.992
122,-0.4,12.092
123,-0.4,12.193
124,-0.4,12.292
125,-0.4,12.392
126,-0.4,12.493
127,-0.4,12.593
128,-0.4,12.692
129,-0.4,12.792
130,-0.4,12.892
131,-0.4,12.993
132,-0.4,13.093
133,-0.4,13.193
134,-0.4,13.292
135,-0.4,13.393
136,-0.4,13.493
137,-0.4,13.593
138,-0.4,13.693
139,-0.4,13.793
140,-0.4,13.893
141,-0.4,13.992
142,-0.4,14.093
143,-0.4,14.193
144,-0.4,14.293
145,-0.4,14.392
146,-0.4,14.494
147,-0.4,14.593
148,-0.4,14.693
149,-0.4,14.793
150,-0.4,14.893
151,-0.4,14.992
152,-0.4,15.092
153,-0.4,15.192
154,-0.4,15.293
155,-0.4,15.393
156,-0.4,15.493
157,-0.4,15.592
158,-0.4,15.692
159,-0.4,15.793
160,-0.4,15.893
161,-0.4,15.993
162,-0.4,16.093
163,-0.4,16.193
164,-0.4,16.293
165,-0.4,16.393
166,-0.4,16.493
167,-0.4,16.593
168,-0.4,16.693
169,-0.4,16.793
170,-0.4,16.893
171,-0.4,16.993
172,-0.4,17.092
173,-0.4,17.192
174,-0.4,17.293
175,-0.4,17.392
176,-0.4,17.494
177,-0.4,17.593
178,-0.4,17.692
179,-0.4,17.792
180,-0.4,17.893
181,-0.4,17.993
182,-0.4,18.092
183,-0.4,18.193
184,-0.4,18.292
185,-0.4,18.393
186,-0.4,18.493
187,-0.4,18.592
188,-0.4,18.693
189,-0.4,18.794
190,-0.4,18.892
191,-0.4,18.994
192,-0.4,19.092
193,-0.4,19.193
194,-0.4,19.294
195,-0.4,19.392
196,-0.4,19.493
197,-0.4,19.592
198,-0.4,19.694
199,-0.4,19.792
200,-0.4,19.892
201,-0.4,19.993
202,-0.4,20.091
203,-0.4,20.192
204,-0.4,20.292
205,-0.4,20.392
206,-0.4,20.493
207,-0.4,20.592
208,-0.4,20.692
209,-0.4,20.791
210,-0.4,20.892
211,-0.4,20.993
212,-0.4,21.092
213,-0.4,21.193
214,-0.4,21.293
215,-0.4,21.392
216,-0.4,21.494
217,-0.4,21.593
218,-0.4,21.693
219,-0.4,21.793
220,-0.4,21.892
221,-0.4,21.993
222,-0.4,22.094
223,-0.4,22.193
224,-0.4,22.293
225,-0.4,22.392
226,-0.4,22.494
227,-0.4,22.593
228,-0.4,22.693
