Force,Length
0,9.66
81.4,13.66972232
36,11.44027933
6.2,10.20699269
36.8,11.30035511
80.2,13.66981132
52.2,12.39683239
82.6,13.94320755
52.5,12.64110462
87.8,14.48977751
27.8,11.48268601
