Reading,Load [9.0 N],Time [sec.]
1,-0.2,0
2,-0.2,0.097
3,-0.2,0.197
4,-0.2,0.297
5,-0.2,0.396
6,-0.2,0.497
7,-0.2,0.598
8,-0.2,0.697
9,-0.2,0.798
10,-0.2,0.896
11,-0.2,0.997
12,-0.2,1.097
13,-0.2,1.197
14,-0.2,1.297
15,-0.2,1.396
16,-0.2,1.497
17,-0.2,1.597
18,-0.2,1.698
19,-0.2,1.797
20,-0.2,1.897
21,-0.2,1.997
22,-0.2,2.097
23,-0.2,2.2
24,-0.2,2.298
25,-0.2,2.396
26,-0.2,2.497
27,-0.2,2.597
28,-0.2,2.698
29,-0.2,2.798
30,-0.2,2.896
31,-0.2,2.997
32,-0.2,3.097
33,-0.2,3.197
34,-0.2,3.296
35,-0.2,3.396
36,-0.2,3.497
37,-0.2,3.597
38,-0.2,3.699
39,-0.2,3.798
40,-0.2,3.897
41,-0.2,3.998
42,-0.2,4.098
43,-0.2,4.198
44,-0.2,4.297
45,-0.2,4.399
46,-0.2,4.5
47,-0.2,4.6
48,-0.2,4.708
49,-0.2,4.801
50,-0.2,4.898
51,-0.2,4.997
52,-0.2,5.097
53,-0.2,5.197
54,-0.2,5.298
55,-0.2,5.396
56,-0.2,5.498
57,-0.2,5.597
58,-0.2,5.698
59,-0.2,5.797
60,-0.2,5.896
61,-0.2,5.997
62,-0.2,6.098
63,-0.2,6.198
64,-0.2,6.298
65,-0.2,6.399
66,-0.2,6.499
67,-0.2,6.601
68,-0.2,6.699
69,-0.2,6.8
70,-0.2,6.9
71,-0.2,6.997
72,-0.2,7.098
73,-0.2,7.198
74,-0.2,7.298
75,-0.2,7.397
76,-0.2,7.499
77,-0.2,7.598
78,-0.2,7.701
79,-0.2,7.799
80,-0.2,7.901
81,-0.2,8.018
82,-0.2,8.098
83,-0.2,8.197
84,-0.2,8.297
85,-0.2,8.397
86,-0.2,8.497
87,-0.2,8.597
88,-0.2,8.697
89,-0.2,8.798
90,-0.2,8.896
91,-0.2,8.998
92,-0.2,9.098
93,-0.2,9.198
94,-0.2,9.298
95,-0.2,9.396
96,-0.2,9.497
97,-0.2,9.598
98,-0.2,9.697
99,-0.2,9.798
100,-0.2,9.896
101,-0.2,9.997
102,-0.2,10.098
103,-0.2,10.197
104,-0.2,10.297
105,-0.2,10.397
106,-0.2,10.497
107,-0.2,10.597
108,-0.2,10.697
109,-0.2,10.797
110,-0.2,10.897
111,-0.2,10.998
112,-0.2,11.097
113,-0.2,11.198
114,-0.2,11.297
115,-0.2,11.396
116,-0.2,11.497
117,-0.2,11.597
118,-0.2,11.697
119,-0.2,11.798
