Reading,Load [0.0 N],Time [sec.]
1,0,0
2,0,0.101
3,0,0.198
4,0,0.299
5,0,0.399
6,0,0.501
7,0,0.605
8,0,0.703
9,0,0.8
10,0,0.9
11,0,0.999
12,0,1.098
13,0,1.198
14,0,1.298
15,0,1.402
16,0,1.502
17,0,1.603
18,0,1.701
19,0,1.8
20,0,1.901
21,0,2.002
22,0,2.101
23,0,2.199
24,0,2.302
25,0,2.403
26,0,2.502
27,0,2.601
28,0,2.699
29,0,2.798
30,0,2.898
31,0,2.999
32,0,3.101
33,0,3.2
34,0,3.302
35,0,3.399
36,0,3.498
37,0,3.598
38,0,3.698
39,0,3.798
40,0,3.898
41,0,4.002
42,0,4.099
43,0,4.199
44,0,4.298
45,0,4.405
46,0,4.5
47,0,4.598
48,0,4.7
49,0,4.802
50,0,4.902
51,0,5.006
52,0,5.1
53,0,5.199
54,0,5.299
55,0,5.412
56,0,5.503
57,0,5.602
58,0,5.703
59,0,5.799
60,0,5.905
61,0,6.002
62,0,6.099
63,0,6.2
64,0,6.299
65,0,6.398
66,0,6.499
67,0,6.598
68,0,6.698
69,0,6.798
70,0,6.899
71,0,6.998
72,0,7.1
73,0,7.198
74,0,7.298
75,0,7.398
76,0,7.499
77,0,7.598
78,0,7.698
79,0,7.798
80,0,7.899
81,0,7.999
82,0,8.099
83,0,8.198
84,0,8.298
85,0,8.398
86,0,8.499
87,0,8.598
88,0,8.698
89,0,8.798
90,0,8.898
91,0,8.999
92,0,9.098
93,0,9.198
94,0,9.298
95,0,9.398
96,0,9.499
97,0,9.598
98,0,9.698
99,0,9.799
100,0,9.898
101,0,9.999
102,0,10.097
103,0,10.198
104,0,10.298
105,0,10.398
106,0,10.499
107,0,10.598
108,0,10.698
109,0,10.798
110,0,10.898
111,0,10.999
112,0,11.098
113,0,11.198
114,0,11.298
115,0,11.397
116,0,11.499
117,0,11.598
118,0,11.698
119,0,11.799
120,0,11.898
121,0,11.999
122,0,12.098
123,0,12.197
124,0,12.297
125,0,12.398
126,0,12.499
127,0,12.598
128,0,12.698
129,0,12.798
130,0,12.898
131,0,12.999
132,0,13.098
133,0,13.198
134,0,13.298
135,0,13.398
136,0,13.498
137,0,13.598
138,0,13.698
139,0,13.798
140,0,13.898
141,0,13.999
142,0,14.098
143,0,14.197
144,0,14.297
145,0,14.397
146,0,14.499
147,0,14.598
148,0,14.699
149,0,14.798
150,0,14.898
151,0,14.998
152,0,15.098
153,0,15.198
154,0,15.298
155,0,15.402
156,0,15.502
157,0,15.602
158,0,15.699
159,0,15.799
160,0,15.899
161,0,15.999
162,0,16.099
163,0,16.198
164,0,16.3
165,0,16.402
166,0,16.499
167,0,16.598
168,0,16.699
169,0,16.799
170,0,16.9
171,0,16.999
172,0,17.099
173,0,17.199
174,0,17.299
175,0,17.398
176,0,17.5
177,0,17.599
178,0,17.698
179,0,17.799
180,0,17.899
181,0,17.999
182,0,18.099
183,0,18.199
184,0,18.3
185,0,18.399
186,0,18.498
187,0,18.598
188,0,18.699
189,0,18.799
190,0,18.9
191,0,19
192,0,19.112
193,0,19.199
194,0,19.297
195,0,19.398
196,0,19.499
197,0,19.598
198,0,19.698
199,0,19.798
200,0,19.902
201,0,20
202,0,20.098
203,0,20.198
204,0,20.298
205,0,20.397
206,0,20.499
207,0,20.598
208,0,20.698
209,0,20.798
210,0,20.898
211,0,20.999
212,0,21.098
213,0,21.197
214,0,21.298
215,0,21.398
216,0,21.499
217,0,21.598
218,0,21.698
219,0,21.798
220,0,21.898
221,0,21.999
222,0,22.098
223,0,22.198
224,0,22.298
225,0,22.399
226,0,22.498
227,0,22.598
228,0,22.698
229,0,22.799
230,0,22.898
231,0,22.999
232,0,23.098
233,0,23.199
234,0,23.298
235,0,23.397
236,0,23.499
237,0,23.598
238,0,23.699
239,0,23.798
240,0,23.898
241,0,24
242,0,24.099
243,0,24.198
244,0,24.298
245,0,24.398
246,0,24.499
247,0,24.599
248,0,24.698
249,0,24.798
250,0,24.903
251,0,25
252,0,25.099
253,0,25.199
254,0,25.299
255,0,25.399
256,0,25.506
257,0,25.609
258,0,25.701
259,0,25.8
260,0,25.901
261,0,26.003
262,0,26.101
263,0,26.198
264,0,26.3
265,0,26.398
266,0,26.499
267,0,26.599
268,0,26.699
269,0,26.8
270,0,26.898
271,0,26.999
272,0,27.099
273,0,27.199
274,0,27.298
275,0,27.399
276,0,27.498
277,0,27.598
278,0,27.698
279,0,27.799
280,0,27.899
281,0,27.999
282,0,28.1
283,0,28.198
284,0,28.298
285,0,28.399
286,0,28.499
287,0,28.599
288,0,28.699
289,0,28.798
290,0,28.898
291,0,28.999
292,0,29.098
293,0,29.199
294,0,29.299
295,0,29.398
296,0,29.499
297,0,29.598
298,0,29.698
299,0,29.798
300,0,29.898
301,0,29.999
302,0,30.098
303,0,30.198
304,0,30.298
305,0,30.399
306,0,30.498
307,0,30.598
308,0,30.699
309,0,30.798
310,0,30.898
311,0,31
312,0,31.098
313,0,31.199
314,0,31.298
315,0,31.398
316,0,31.499
317,0,31.598
318,0,31.699
319,0,31.798
320,0,31.899
321,0,31.998
