Force,Length
0.2,9.9
31.8,11.18737174
52.8,12.96045678
31.6,11.6847615
52.6,13.03650693
12,10.5971831
59.6,13.73428577
2,10.18578379
54.2,13.41097051
6,10.43595951
40.2,12.44608
