Force,Length
0,9.69448572
73,12.41086093
49.4,11.57127108
70.4,12.45890353
86.4,13.81827815
65,12.92264901
79.4,13.62635762
46.2,12.13385063
12.2,10.49165563
21.4,10.81139823
47.8,11.89707368
