Force,Length
0,10.11754644
100.4,11.20236453
149.8,12.28723404
20.2,10.28617021
117.8,11.72676612
19,10.30447764
175.7,13.26843002
107.4,11.99767495
162.8,13.05964304
112,12.14684279
23.6,10.53074925
