Reading,Load [35.6 N],Time [sec.]
1,-0.2,0
2,-0.2,0.099
3,-0.2,0.198
4,-0.2,0.298
5,-0.2,0.398
6,-0.2,0.498
7,-0.2,0.598
8,-0.2,0.698
9,-0.2,0.799
10,-0.2,0.898
11,-0.2,0.998
12,-0.2,1.098
13,-0.2,1.197
14,-0.2,1.304
15,-0.2,1.399
16,-0.2,1.499
17,-0.2,1.598
18,-0.2,1.698
19,-0.2,1.799
20,-0.2,1.898
21,-0.2,1.999
22,-0.2,2.099
23,-0.2,2.199
24,-0.2,2.3
25,-0.2,2.399
26,-0.2,2.499
27,-0.2,2.599
28,-0.2,2.699
29,-0.2,2.8
30,-0.2,2.899
31,-0.2,2.998
32,-0.2,3.098
33,-0.2,3.198
34,-0.2,3.299
35,-0.2,3.398
36,-0.2,3.498
37,-0.2,3.6
38,-0.2,3.699
39,-0.2,3.802
40,-0.2,3.906
41,-0.2,4.002
42,-0.2,4.099
43,-0.2,4.198
44,-0.2,4.3
45,-0.2,4.4
46,-0.2,4.498
47,-0.2,4.598
48,-0.2,4.698
49,-0.2,4.8
50,-0.2,4.899
51,-0.2,4.999
52,-0.2,5.098
53,-0.2,5.199
54,-0.2,5.3
55,-0.2,5.399
56,-0.2,5.499
57,-0.2,5.601
58,-0.2,5.7
59,-0.2,5.801
60,-0.2,5.901
61,-0.2,5.998
62,-0.2,6.1
63,-0.2,6.198
64,-0.2,6.3
65,-0.2,6.398
66,-0.2,6.501
67,-0.2,6.598
68,-0.2,6.711
69,-0.2,6.8
70,-0.2,6.902
71,-0.2,7
72,-0.2,7.099
73,-0.2,7.198
74,-0.2,7.299
75,-0.2,7.399
76,-0.2,7.498
77,-0.2,7.598
78,-0.2,7.698
79,-0.2,7.8
80,-0.2,7.898
81,-0.2,7.999
82,-0.2,8.098
83,-0.2,8.198
84,-0.2,8.299
85,-0.2,8.4
86,-0.2,8.498
87,-0.2,8.597
88,-0.2,8.698
89,-0.2,8.799
90,-0.2,8.899
91,-0.2,9.002
92,-0.2,9.112
93,-0.2,9.2
94,-0.2,9.299
95,-0.2,9.398
96,-0.2,9.499
97,-0.2,9.598
98,-0.2,9.702
99,-0.2,9.8
100,-0.2,9.899
101,-0.2,9.998
102,-0.2,10.098
103,-0.2,10.198
104,-0.2,10.3
105,-0.2,10.398
106,-0.2,10.499
107,-0.2,10.598
108,-0.2,10.698
109,-0.2,10.8
110,-0.2,10.899
111,-0.2,11
112,-0.2,11.099
113,-0.2,11.197
114,-0.2,11.299
115,-0.2,11.398
116,-0.2,11.498
117,-0.2,11.598
118,-0.2,11.697
119,-0.2,11.799
120,-0.2,11.898
121,-0.2,11.997
122,-0.2,12.098
123,-0.2,12.198
124,-0.2,12.301
125,-0.2,12.398
126,-0.2,12.498
127,-0.2,12.598
128,-0.2,12.702
129,-0.2,12.801
130,-0.2,12.898
131,-0.2,12.998
132,-0.2,13.097
133,-0.2,13.198
134,-0.2,13.298
135,-0.2,13.398
136,-0.2,13.5
137,-0.2,13.598
138,-0.2,13.698
139,-0.2,13.799
140,-0.2,13.898
141,-0.2,13.998
142,-0.2,14.098
143,-0.2,14.198
144,-0.2,14.299
145,-0.2,14.4
146,-0.2,14.497
147,-0.2,14.598
148,-0.2,14.698
149,-0.2,14.798
150,-0.2,14.898
151,-0.2,14.998
152,-0.2,15.098
153,-0.2,15.198
154,-0.2,15.299
155,-0.2,15.397
156,-0.2,15.498
157,-0.2,15.599
158,-0.2,15.698
159,-0.2,15.803
160,-0.2,15.899
161,-0.2,15.998
162,-0.2,16.097
163,-0.2,16.198
164,-0.2,16.299
165,-0.2,16.398
166,-0.2,16.498
167,-0.2,16.601
168,-0.2,16.698
169,-0.2,16.8
170,-0.2,16.898
171,-0.2,16.998
172,-0.2,17.098
173,-0.2,17.199
174,-0.2,17.299
175,-0.2,17.398
176,-0.2,17.497
177,-0.2,17.599
178,-0.2,17.698
179,-0.2,17.799
180,-0.2,17.898
181,-0.2,17.997
182,-0.2,18.099
183,-0.2,18.198
184,-0.2,18.298
185,-0.2,18.398
186,-0.2,18.5
187,-0.2,18.598
188,-0.2,18.699
189,-0.2,18.801
190,-0.2,18.899
191,-0.2,18.998
192,-0.2,19.1
193,-0.2,19.199
194,-0.2,19.3
195,-0.2,19.397
196,-0.2,19.498
197,-0.2,19.601
198,-0.2,19.7
199,-0.2,19.8
200,-0.2,19.899
201,-0.2,19.999
202,-0.2,20.099
203,-0.2,20.198
204,-0.2,20.298
205,-0.2,20.398
206,-0.2,20.498
207,-0.2,20.599
208,-0.2,20.698
209,-0.2,20.799
210,-0.2,20.898
211,-0.2,20.998
212,-0.2,21.098
213,-0.2,21.197
214,-0.2,21.299
215,-0.2,21.398
216,-0.2,21.498
217,-0.2,21.598
218,-0.2,21.698
219,-0.2,21.799
220,-0.2,21.898
221,-0.2,21.998
222,-0.2,22.098
223,-0.2,22.197
224,-0.2,22.299
225,-0.2,22.398
226,-0.2,22.498
227,-0.2,22.599
228,-0.2,22.698
229,-0.2,22.799
230,-0.2,22.899
231,-0.2,22.999
