Force,Length
0.2,9.78220339
26,11.30295607
42,13.60465725
5.4,10.43983051
30.4,12.52878702
38.2,13.25512602
23.6,12.08387824
42,13.81016698
9.4,10.9415
2.8,10.43986061
35.6,13.2347282
