Force,Length
0.0,7.8685546875
5.8,8.985020991734096
9.2,10.740812465122769
11.0,11.926352037702287
11.6,12.540066964285714
8.4,11.550767735072544
6.2,10.620541027614047
4.6,9.662941646575927
1.8,8.827232142857142
0.0,8.321573311941965
