Force,Length
0,9.6
79.8,12.62946977
91.4,13.80794378
48.4,11.72428279
21.4,10.73112833
7,10.22946977
72.6,12.9442623
89.4,13.80983607
34,11.34098361
7.4,10.30819672
85.35,13.77041736
