Reading,Load [23.8 N],Time [sec.]
1,0,0
2,0,0.099
3,0,0.199
4,0,0.3
5,0,0.4
6,0,0.5
7,0,0.601
8,0,0.704
9,0,0.801
10,0,0.902
11,0,1.003
12,0,1.1
13,0,1.198
14,0,1.3
15,0,1.399
16,0,1.499
17,0,1.6
18,0,1.699
19,0,1.799
20,0,1.9
21,0,1.999
22,0,2.099
23,0,2.2
24,0,2.299
25,0,2.403
26,0,2.5
27,0,2.6
28,0,2.699
29,0,2.799
30,0,2.899
31,0,2.999
32,0,3.099
33,0,3.198
34,0,3.299
35,0,3.399
36,0,3.501
37,0,3.602
38,0,3.698
39,0,3.799
40,0,3.899
41,0,3.999
42,0,4.099
43,0,4.198
44,0,4.299
45,0,4.402
46,0,4.5
47,0,4.6
48,0,4.699
49,0,4.801
50,0,4.899
51,0,5
52,0,5.099
53,0,5.2
54,0,5.299
55,0,5.399
56,0,5.499
57,0,5.604
58,0,5.699
59,0,5.799
60,0,5.899
61,0,5.999
62,0,6.098
63,0,6.198
64,0,6.3
65,0,6.4
66,0,6.499
67,0,6.6
68,0,6.699
69,0,6.799
70,0,6.901
71,0,7
72,0,7.102
73,0,7.198
74,0,7.3
75,0,7.399
76,0,7.503
77,0,7.6
78,0,7.701
79,0,7.8
80,0,7.899
81,0,7.999
82,0,8.101
83,0,8.198
84,0,8.299
85,0,8.401
86,0,8.499
87,0,8.599
88,0,8.698
89,0,8.8
90,0,8.9
91,0,9
92,0,9.099
93,0,9.198
94,0,9.299
95,0,9.4
96,0,9.499
97,0,9.601
98,0,9.699
99,0,9.799
100,0,9.899
101,0,10.001
102,0,10.102
103,0,10.198
104,0,10.299
105,0,10.4
106,0,10.499
107,0,10.599
108,0,10.698
109,0,10.798
110,0,10.899
111,0,11
112,0,11.1
113,0,11.199
114,0,11.299
115,0,11.399
116,0,11.499
117,0,11.6
118,0,11.699
119,0,11.8
120,0,11.899
121,0,11.998
122,0,12.099
123,0,12.2
124,0,12.3
125,0,12.399
126,0,12.503
127,0,12.603
128,0,12.702
129,0,12.799
130,0,12.9
131,0,13
132,0,13.101
133,0,13.198
134,0,13.302
135,0,13.402
136,0,13.501
137,0,13.6
138,0,13.697
139,0,13.8
140,0,13.901
141,0,14.003
142,0,14.099
143,0,14.199
144,0,14.3
145,0,14.398
146,0,14.499
147,0,14.601
148,0,14.698
149,0,14.8
150,0,14.9
151,0,15.004
152,0,15.105
153,0,15.2
154,0,15.299
155,0,15.4
156,0,15.5
157,0,15.605
158,0,15.7
159,0,15.8
160,0,15.9
161,0,16
162,0,16.099
163,0,16.198
164,0,16.301
165,0,16.399
166,0,16.5
167,0,16.601
168,0,16.7
169,0,16.801
170,0,16.9
171,0,17.001
172,0,17.1
173,0,17.199
174,0,17.299
175,0,17.4
176,0,17.5
177,0,17.6
178,0,17.699
179,0,17.803
180,0,17.903
181,0,18
182,0,18.103
183,0,18.199
184,0,18.3
185,0,18.4
186,0,18.501
187,0,18.599
188,0,18.699
189,0,18.8
190,0,18.902
191,0,19.001
192,0,19.098
193,0,19.199
194,0,19.3
195,0,19.399
196,0,19.5
197,0,19.599
198,0,19.698
199,0,19.799
200,0,19.898
201,0,19.999
202,0,20.099
203,0,20.198
204,0,20.3
205,0,20.398
206,0,20.498
207,0,20.598
208,0,20.698
209,0,20.799
210,0,20.899
211,0,20.998
212,0,21.101
213,0,21.2
214,0,21.299
215,0,21.398
216,0,21.5
217,0,21.6
218,0,21.699
219,0,21.799
220,0,21.899
221,0,22.001
222,0,22.1
223,0,22.198
224,0,22.3
225,0,22.402
226,0,22.501
227,0,22.6
228,0,22.701
229,0,22.799
230,0,22.9
231,0,23
232,0,23.1
233,0,23.198
234,0,23.3
235,0,23.4
236,0,23.5
237,0,23.6
238,0,23.699
239,0,23.8
240,0,23.899
241,0,23.999
242,0,24.099
243,0,24.198
244,0,24.299
245,0,24.398
246,0,24.498
247,0,24.601
248,0,24.699
249,0,24.8
250,0,24.9
251,0,25
252,0,25.1
253,0,25.2
254,0,25.301
255,0,25.399
256,0,25.5
257,0,25.599
258,0,25.698
259,0,25.8
260,0,25.899
261,0,26.013
262,0,26.101
263,0,26.198
264,0,26.299
265,0,26.399
266,0,26.499
267,0,26.606
268,0,26.7
269,0,26.8
270,0,26.899
271,0,27.003
272,0,27.1
273,0,27.198
274,0,27.299
275,0,27.4
276,0,27.499
277,0,27.6
278,0,27.699
279,0,27.802
280,0,27.9
281,0,27.999
282,0,28.099
283,0,28.199
284,0,28.3
285,0,28.399
286,0,28.499
287,0,28.599
288,0,28.699
289,0,28.801
290,0,28.899
291,0,28.999
292,0,29.099
293,0,29.199
294,0,29.299
295,0,29.399
296,0,29.499
297,0,29.601
298,0,29.699
299,0,29.8
300,0,29.899
301,0,29.999
302,0,30.099
303,0,30.199
304,0,30.301
305,0,30.399
306,0,30.499
307,0,30.599
308,0,30.698
309,0,30.799
310,0,30.9
311,0,31
312,0,31.1
313,0,31.202
314,0,31.3
315,0,31.399
316,0,31.499
317,0,31.6
318,0,31.7
319,0,31.799
320,0,31.9
321,0,31.999
322,0,32.101
323,0,32.198
324,0,32.299
325,0,32.399
326,0,32.5
327,0,32.599
328,0,32.698
329,0,32.799
330,0,32.899
331,0,32.999
332,0,33.101
333,0,33.198
334,0,33.299
335,0,33.4
336,0,33.5
337,0,33.6
338,0,33.698
339,0,33.8
