Reading,Load [17.0 N],Time [sec.]
1,-0.2,0
2,-0.4,0.1
3,-0.4,0.201
4,-0.2,0.301
5,-0.4,0.4
6,-0.4,0.501
7,-0.2,0.6
8,-0.2,0.701
9,-0.2,0.804
10,-0.2,0.904
11,-0.4,1.002
12,-0.4,1.1
13,-0.4,1.21
14,-0.4,1.306
15,-0.4,1.405
16,-0.4,1.507
17,-0.2,1.599
18,-0.2,1.701
19,-0.4,1.803
20,-0.4,1.901
21,-0.4,2.001
22,-0.4,2.1
23,-0.4,2.2
24,-0.4,2.309
25,-0.4,2.402
26,-0.4,2.502
27,-0.4,2.599
28,-0.2,2.7
29,-0.4,2.802
30,-0.4,2.9
31,-0.4,3
32,-0.4,3.1
33,-0.4,3.2
34,-0.4,3.302
35,-0.4,3.402
36,-0.4,3.504
37,-0.2,3.604
38,-0.2,3.703
39,-0.4,3.801
40,-0.4,3.902
41,-0.4,4.001
42,-0.4,4.1
43,-0.4,4.2
44,-0.4,4.3
45,-0.4,4.411
46,-0.4,4.501
47,-0.4,4.6
48,-0.4,4.7
49,-0.4,4.8
50,-0.4,4.901
51,-0.4,5.001
52,-0.4,5.099
53,-0.4,5.2
54,-0.4,5.302
55,-0.4,5.402
56,-0.4,5.503
57,-0.4,5.599
58,-0.4,5.7
59,-0.4,5.8
60,-0.4,5.899
61,-0.4,6
62,-0.4,6.1
63,-0.4,6.202
64,-0.4,6.3
65,-0.4,6.4
66,-0.4,6.5
67,-0.4,6.598
68,-0.4,6.7
69,-0.4,6.802
70,-0.4,6.901
71,-0.4,7
72,-0.4,7.099
73,-0.4,7.2
74,-0.4,7.3
75,-0.4,7.401
76,-0.4,7.5
77,-0.4,7.599
78,-0.4,7.7
79,-0.4,7.8
80,-0.4,7.9
81,-0.4,8
82,-0.4,8.099
83,-0.4,8.2
84,-0.4,8.3
85,-0.4,8.4
86,-0.4,8.5
87,-0.4,8.599
88,-0.4,8.7
89,-0.4,8.8
90,-0.4,8.9
91,-0.4,9
92,-0.4,9.099
93,-0.4,9.202
94,-0.4,9.3
95,-0.4,9.4
96,-0.4,9.5
97,-0.4,9.6
98,-0.4,9.699
99,-0.4,9.799
100,-0.4,9.899
101,-0.4,9.999
102,-0.4,10.099
103,-0.4,10.199
104,-0.4,10.299
105,-0.4,10.399
106,-0.4,10.499
107,-0.4,10.599
108,-0.4,10.7
109,-0.4,10.801
110,-0.4,10.9
111,-0.4,11
112,-0.4,11.098
113,-0.4,11.201
114,-0.4,11.3
115,-0.4,11.401
116,-0.4,11.5
117,-0.4,11.599
118,-0.4,11.7
119,-0.4,11.801
120,-0.4,11.9
121,-0.4,12
122,-0.4,12.099
123,-0.4,12.2
124,-0.4,12.3
125,-0.4,12.402
126,-0.4,12.5
127,-0.4,12.599
128,-0.4,12.7
129,-0.4,12.801
130,-0.4,12.9
131,-0.4,13
132,-0.6,13.099
133,-0.8,13.2
134,-1,13.3
135,-1.2,13.402
136,-1.2,13.5
137,-1.4,13.602
138,-1.6,13.7
139,-1.8,13.801
140,-2,13.9
141,-2.2,14
142,-2.2,14.099
143,-2.6,14.201
144,-2.8,14.301
145,-3,14.4
146,-3.4,14.5
147,-3.6,14.599
148,-3.6,14.7
149,-3.8,14.8
150,-4.4,14.9
151,-4.8,15
152,-5.2,15.098
153,-5.2,15.2
154,-5.4,15.3
155,-5.8,15.402
156,-6,15.501
157,-6,15.601
158,-6.2,15.7
159,-6.2,15.802
160,-6.6,15.902
161,-6.6,16.002
162,-6.8,16.101
163,-6.8,16.201
164,-7,16.301
165,-7,16.402
166,-7.2,16.502
167,-7.4,16.602
168,-7.6,16.7
169,-7.6,16.802
170,-7.8,16.902
171,-7.8,17.002
172,-7.8,17.1
173,-8,17.2
174,-8.2,17.3
175,-8.4,17.402
176,-8.4,17.5
177,-8.6,17.6
178,-8.8,17.7
179,-8.8,17.8
180,-9,17.901
181,-9.2,18.001
182,-9.2,18.099
183,-9.4,18.2
184,-9.6,18.3
185,-9.6,18.4
186,-9.8,18.5
187,-9.8,18.599
188,-9.8,18.7
189,-10,18.8
190,-10.2,18.902
191,-10.4,19.003
192,-10.6,19.099
193,-10.8,19.2
194,-10.8,19.3
195,-10.8,19.4
196,-10.8,19.5
197,-10.8,19.601
198,-10.8,19.7
199,-10.8,19.8
200,-11,19.9
201,-11.2,20
202,-11.4,20.099
203,-11.8,20.2
204,-12,20.3
205,-12,20.401
206,-12.2,20.5
207,-12.4,20.599
208,-12.8,20.7
209,-13,20.8
210,-13.2,20.902
211,-13.2,21
212,-13.6,21.099
213,-13.8,21.2
214,-14.2,21.3
215,-14.6,21.404
216,-15,21.502
217,-15,21.603
218,-15.2,21.7
219,-15.8,21.801
220,-15.8,21.9
221,-15.8,22
222,-15.8,22.099
223,-15.8,22.2
224,-16.4,22.3
225,-16.8,22.4
226,-17,22.5
227,-17.6,22.599
228,-17.6,22.7
229,-17.8,22.799
230,-18.4,22.901
231,-18.8,23.002
232,-19.2,23.099
233,-19.8,23.202
234,-19.8,23.302
235,-20.4,23.405
236,-20.6,23.501
237,-20.4,23.599
238,-20,23.7
239,-19.8,23.8
240,-19.8,23.9
241,-19.6,24
242,-19.4,24.099
243,-19.2,24.203
244,-19.2,24.302
245,-19,24.403
246,-19,24.5
247,-19,24.599
248,-18.8,24.7
249,-18.8,24.801
250,-18.6,24.9
251,-18.6,25
252,-18.6,25.099
253,-18.6,25.2
