Force,Length
1,9.596916946
46,10.77911074
86.8,14.14247064
37.6,11.53288591
11,10.31061242
35.6,11.27400378
59.4,12.55872483
78.2,13.65909186
43.4,11.98389262
17.2,10.65333473
55.9,12.37037542
