Reading,Load [55.2 N],Time [sec.]
1,0,0
2,0,0.088
3,0,0.188
4,0,0.287
5,0,0.387
6,0,0.488
7,0,0.587
8,0,0.687
9,0,0.788
10,0,0.886
11,0,0.988
12,0,1.087
13,0,1.187
14,0,1.29
15,0,1.387
16,0,1.494
17,0,1.588
18,0,1.688
19,0,1.788
20,0,1.888
21,0,1.987
22,0,2.087
23,0,2.187
24,0,2.287
25,0,2.386
26,0,2.487
27,0,2.587
28,0,2.687
29,0,2.788
30,0,2.886
31,0,2.987
32,0,3.087
33,0,3.187
34,0,3.287
35,0,3.392
36,0,3.496
37,0,3.588
38,0,3.69
39,0,3.789
40,0,3.892
41,0,3.988
42,0,4.087
43,0,4.188
44,0,4.287
45,0,4.386
46,0,4.487
47,0,4.587
48,0,4.688
49,0,4.787
50,0,4.886
51,0,4.988
52,0,5.089
53,0,5.187
54,0,5.288
55,0,5.386
56,0,5.487
57,0,5.587
58,0,5.689
59,0,5.789
60,0,5.888
61,0,6.001
62,0,6.093
63,0,6.188
64,0,6.287
65,0,6.386
66,0,6.487
67,0,6.587
68,0,6.692
69,0,6.788
70,0,6.885
71,0,6.989
72,0,7.087
73,0,7.188
74,0,7.287
75,0,7.386
76,0,7.489
77,0,7.589
78,0,7.692
79,0,7.788
80,0,7.889
81,0,7.987
82,0,8.087
83,0,8.189
84,0,8.287
85,0,8.386
86,0,8.487
87,0,8.587
88,0,8.691
89,0,8.791
90,0,8.887
91,0,8.988
92,0,9.087
93,0,9.187
94,0,9.287
95,0,9.386
96,0,9.488
97,0,9.588
98,0,9.687
99,0,9.788
100,0,9.888
101,0,9.987
102,0,10.087
103,0,10.19
104,0,10.288
105,0,10.389
106,0,10.487
107,0,10.587
108,0,10.69
109,0,10.787
110,0,10.886
111,0,10.987
112,0,11.088
113,0,11.188
114,0,11.287
115,0,11.386
116,0,11.488
117,0,11.588
118,0,11.688
119,0,11.788
120,0,11.887
121,0,11.99
122,0,12.087
123,0,12.187
124,0,12.288
125,0,12.387
126,0,12.487
127,0,12.587
128,0,12.687
129,0,12.789
130,0,12.886
131,0,12.988
132,0,13.088
133,0,13.187
134,0,13.288
135,0,13.388
136,0,13.487
137,0,13.588
138,0,13.688
139,0,13.791
140,0,13.886
141,0,13.987
142,0,14.091
143,0,14.188
144,0,14.287
145,0,14.386
146,0,14.487
147,0,14.586
148,0,14.687
149,0,14.787
150,0,14.887
151,0,14.987
152,0,15.088
153,0,15.188
154,0,15.289
155,0,15.388
156,0,15.488
157,0,15.587
158,0,15.686
159,0,15.787
160,0,15.888
161,0,15.991
162,0,16.088
163,0,16.186
164,0,16.287
165,0,16.387
166,0,16.489
167,0,16.588
168,0,16.689
169,0,16.787
170,0,16.887
171,0,16.987
172,0,17.087
173,0,17.188
174,0,17.288
175,0,17.386
176,0,17.487
177,0,17.587
178,0,17.687
179,0,17.787
180,0,17.886
181,0,17.986
182,0,18.087
183,0,18.187
184,0,18.29
185,0,18.387
186,0,18.487
187,0,18.587
188,0,18.687
189,0,18.787
190,0,18.886
191,0,18.987
192,0,19.087
193,0,19.187
194,0,19.287
195,0,19.386
196,0,19.487
197,0,19.587
198,0,19.687
199,0,19.787
200,0,19.889
201,0,19.99
202,0,20.088
203,0,20.188
204,0,20.287
205,0,20.386
206,0,20.487
207,0,20.587
208,0,20.687
209,0,20.787
210,0,20.886
211,0,20.987
212,0,21.088
213,0,21.187
214,0,21.286
215,0,21.386
216,0,21.491
217,0,21.588
218,0,21.687
219,0,21.787
220,0,21.887
221,0,21.987
222,0,22.087
223,0,22.187
224,0,22.287
225,0,22.387
226,0,22.488
227,0,22.587
228,0,22.687
229,0,22.787
230,0,22.886
231,0,22.987
232,0,23.087
233,0,23.188
234,0,23.287
235,0,23.386
236,0,23.487
237,0,23.587
238,0,23.687
239,0,23.787
240,0,23.886
241,0,23.987
242,0,24.087
243,0,24.187
244,0,24.287
245,0,24.386
246,0,24.487
247,0,24.588
248,0,24.687
249,0,24.79
250,0,24.886
251,0,24.987
252,0,25.087
253,0,25.187
254,0,25.294
255,0,25.385
256,0,25.487
257,0,25.586
258,0,25.687
259,0,25.787
260,0,25.886
261,0,25.987
262,0,26.088
263,0,26.186
264,0,26.287
265,0,26.387
266,0,26.489
267,0,26.588
268,0,26.687
269,0,26.787
270,0,26.885
271,0,26.987
272,0,27.087
273,0,27.187
274,0,27.287
275,0,27.386
276,0,27.487
277,0,27.587
278,0,27.687
279,0,27.787
280,0,27.886
281,0,27.987
282,0,28.087
283,0,28.187
284,0,28.287
285,0,28.386
286,0,28.488
287,0,28.588
288,0,28.687
289,0,28.788
290,0,28.887
291,0,28.987
292,0,29.088
293,0,29.187
294,0,29.287
295,0,29.386
296,0,29.487
297,0,29.588
298,0,29.687
299,0,29.787
300,0,29.886
301,0,29.988
302,0,30.088
303,0,30.188
304,0,30.288
305,0,30.387
306,0,30.488
307,0,30.588
308,0,30.688
309,0,30.787
310,0,30.887
311,0,30.987
312,0,31.088
313,0,31.187
314,0,31.287
315,0,31.386
316,0,31.487
317,0,31.588
318,0,31.689
319,0,31.787
320,0,31.887
321,0,31.987
322,0,32.087
323,0,32.187
324,0,32.288
325,0,32.391
326,0,32.489
327,0,32.588
328,0,32.69
329,0,32.787
