Force,Length
0,9.766047878
82.2,14.41731763
32.85,11.65362672
65.2,13.52677931
32.4,11.75617474
12.8,10.8109
1.6,10.32362973
74.4,14.12190546
53,13.07426444
37.8,12.19226455
12,10.76992132
