Force,Length
0.0,9.550176056338028
54.6,10.570422535211268
82.0,11.530309112978653
104.2,12.845033672493948
113.6,13.647887323943662
120.8,14.383786483549736
91.2,13.391257702464788
68.6,12.577464788732394
45.8,11.640845070422536
24.0,10.838028169014084
7.4,10.302857734787633
