Reading,Load [90.0 N],Time [sec.]
1,-0.2,0
2,-0.2,0.087
3,-0.2,0.186
4,-0.2,0.285
5,-0.2,0.386
6,-0.2,0.486
7,-0.2,0.587
8,-0.2,0.685
9,-0.2,0.787
10,-0.2,0.887
11,-0.2,0.986
12,-0.2,1.086
13,-0.2,1.185
14,-0.2,1.287
15,-0.2,1.387
16,-0.2,1.485
17,-0.2,1.587
18,-0.2,1.685
19,-0.2,1.786
20,-0.2,1.886
21,-0.2,1.992
22,-0.2,2.09
23,-0.2,2.188
24,-0.2,2.286
25,-0.2,2.387
26,-0.2,2.486
27,-0.2,2.586
28,-0.2,2.686
29,-0.2,2.787
30,-0.2,2.887
31,-0.2,2.987
32,-0.2,3.087
33,-0.2,3.185
34,-0.2,3.286
35,-0.2,3.386
36,-0.2,3.486
37,-0.2,3.586
38,-0.2,3.685
39,-0.2,3.787
40,-0.2,3.886
41,-0.2,3.986
42,-0.2,4.086
43,-0.2,4.186
44,-0.2,4.29
45,-0.2,4.387
46,-0.2,4.488
47,-0.2,4.586
48,-0.2,4.695
49,-0.2,4.793
50,-0.2,4.887
51,-0.2,5.006
52,-0.2,5.088
53,-0.2,5.185
54,-0.2,5.286
55,-0.2,5.386
56,-0.2,5.49
57,-0.2,5.588
58,-0.2,5.685
59,-0.2,5.786
60,-0.2,5.886
61,-0.2,5.986
62,-0.2,6.086
63,-0.2,6.186
64,-0.2,6.286
65,-0.2,6.386
66,-0.2,6.487
67,-0.2,6.588
68,-0.2,6.685
69,-0.2,6.786
70,-0.2,6.885
71,-0.2,6.986
72,-0.2,7.087
73,-0.2,7.185
74,-0.2,7.287
75,-0.2,7.386
76,-0.2,7.488
77,-0.2,7.586
78,-0.2,7.685
79,-0.2,7.786
80,-0.2,7.887
81,-0.2,7.986
82,-0.2,8.086
83,-0.2,8.185
84,-0.2,8.287
85,-0.2,8.387
86,-0.2,8.494
87,-0.2,8.587
88,-0.2,8.685
89,-0.2,8.789
90,-0.2,8.886
91,-0.2,8.986
92,-0.2,9.087
93,-0.2,9.188
94,-0.2,9.296
95,-0.2,9.388
96,-0.2,9.487
97,-0.2,9.588
98,-0.2,9.685
99,-0.2,9.787
100,-0.2,9.886
101,-0.2,9.986
102,-0.2,10.088
103,-0.2,10.185
104,-0.2,10.286
105,-0.2,10.386
106,-0.2,10.486
107,-0.2,10.586
108,-0.2,10.686
109,-0.2,10.788
110,-0.2,10.886
111,-0.2,10.986
112,-0.2,11.085
113,-0.2,11.185
114,-0.2,11.286
115,-0.2,11.385
116,-0.2,11.486
117,-0.2,11.586
118,-0.2,11.685
119,-0.2,11.786
120,-0.2,11.886
121,-0.2,11.991
122,-0.2,12.091
123,-0.2,12.187
124,-0.2,12.286
125,-0.2,12.388
126,-0.2,12.49
127,-0.2,12.587
128,-0.2,12.685
129,-0.2,12.786
130,-0.2,12.89
131,-0.2,12.987
132,-0.2,13.089
133,-0.2,13.185
134,-0.2,13.286
135,-0.2,13.386
136,-0.2,13.486
137,-0.2,13.601
138,-0.2,13.685
139,-0.2,13.787
140,-0.2,13.888
141,-0.2,13.988
142,-0.2,14.087
143,-0.2,14.185
144,-0.2,14.286
145,-0.2,14.386
146,-0.2,14.486
147,-0.2,14.587
148,-0.2,14.685
149,-0.2,14.787
150,-0.2,14.887
151,-0.2,14.986
152,-0.2,15.086
153,-0.2,15.185
154,-0.2,15.285
155,-0.2,15.387
156,-0.2,15.486
157,-0.2,15.586
158,-0.2,15.686
159,-0.2,15.789
160,-0.2,15.888
161,-0.2,15.987
162,-0.2,16.087
163,-0.2,16.186
164,-0.2,16.287
165,-0.2,16.386
166,-0.2,16.486
167,-0.2,16.586
168,-0.2,16.685
169,-0.2,16.787
170,-0.2,16.888
