Reading,Load [2.2 N],Time [sec.]
1,-0.2,0
2,-0.2,0.094
3,-0.2,0.194
4,-0.2,0.293
5,-0.2,0.394
6,-0.2,0.493
7,-0.2,0.594
8,-0.2,0.693
9,-0.2,0.794
10,-0.2,0.894
11,-0.2,0.993
12,-0.2,1.094
13,-0.2,1.194
14,-0.2,1.293
15,-0.2,1.394
16,-0.2,1.493
17,-0.2,1.594
18,-0.2,1.693
19,-0.2,1.793
20,-0.2,1.894
21,-0.2,1.994
22,-0.2,2.098
23,-0.2,2.194
24,-0.2,2.3
25,-0.2,2.394
26,-0.2,2.493
27,-0.2,2.594
28,-0.2,2.693
29,-0.2,2.793
30,-0.2,2.893
31,-0.2,2.993
32,-0.2,3.094
33,-0.2,3.193
34,-0.2,3.294
35,-0.2,3.393
36,-0.2,3.493
37,-0.2,3.594
38,-0.2,3.693
39,-0.2,3.793
40,-0.2,3.893
41,-0.2,3.993
42,-0.2,4.094
43,-0.2,4.194
44,-0.2,4.293
45,-0.2,4.394
46,-0.2,4.497
47,-0.2,4.594
48,-0.2,4.694
49,-0.2,4.795
50,-0.2,4.894
51,-0.2,4.995
52,-0.2,5.095
53,-0.2,5.193
54,-0.2,5.293
55,-0.2,5.393
56,-0.2,5.493
57,-0.2,5.594
58,-0.2,5.692
59,-0.2,5.793
60,-0.2,5.892
61,-0.2,5.993
62,-0.2,6.099
63,-0.2,6.194
64,-0.2,6.295
65,-0.2,6.392
66,-0.2,6.493
67,-0.2,6.594
68,-0.2,6.693
69,-0.2,6.793
70,-0.2,6.894
71,-0.2,6.993
72,-0.2,7.094
73,-0.2,7.197
74,-0.2,7.298
75,-0.2,7.394
76,-0.2,7.493
77,-0.2,7.594
78,-0.2,7.694
79,-0.2,7.794
80,-0.2,7.893
81,-0.2,7.993
82,-0.2,8.094
83,-0.2,8.196
84,-0.2,8.293
85,-0.2,8.392
86,-0.2,8.493
87,-0.2,8.595
88,-0.2,8.693
89,-0.2,8.792
90,-0.2,8.894
91,-0.2,8.992
92,-0.2,9.094
93,-0.2,9.193
94,-0.2,9.292
95,-0.2,9.394
96,-0.2,9.498
97,-0.2,9.594
98,-0.2,9.692
99,-0.2,9.792
100,-0.2,9.893
101,-0.2,9.993
102,-0.2,10.094
103,-0.2,10.192
104,-0.2,10.292
105,-0.2,10.394
106,-0.2,10.495
107,-0.2,10.593
108,-0.2,10.695
109,-0.2,10.795
110,-0.2,10.894
111,-0.2,10.993
112,-0.2,11.094
113,-0.2,11.193
114,-0.2,11.293
115,-0.2,11.393
116,-0.2,11.494
117,-0.2,11.594
118,-0.2,11.694
119,-0.2,11.794
120,-0.2,11.895
121,-0.2,11.996
122,-0.2,12.094
123,-0.2,12.194
124,-0.2,12.296
125,-0.2,12.396
126,-0.2,12.494
127,-0.2,12.594
128,-0.2,12.693
129,-0.2,12.794
130,-0.2,12.893
131,-0.2,12.993
132,-0.2,13.096
133,-0.2,13.195
134,-0.2,13.293
135,-0.2,13.393
136,-0.2,13.494
137,-0.2,13.594
138,-0.2,13.694
139,-0.2,13.793
140,-0.2,13.893
141,-0.2,13.994
142,-0.2,14.094
143,-0.2,14.193
144,-0.2,14.292
145,-0.2,14.397
146,-0.2,14.51
147,-0.2,14.595
148,-0.2,14.694
149,-0.2,14.795
150,-0.2,14.894
151,-0.2,14.994
152,-0.2,15.102
153,-0.2,15.195
154,-0.2,15.293
155,-0.2,15.393
