Force,Length
0.0,9.6
27.0,10.580281690140845
42.6,11.5943661971831
52.4,12.574639634683098
57.8,13.385915492957746
63.8,14.4
50.5,13.60776711047535
36.6,12.575836267605634
26.0,11.760211267605634
14.0,10.952112676056338
5.4,10.411267605633801
